Sum of Sales	Year	Quarter	Month	Day	forecastValue	confidenceHighBound	confidenceLowBound	Earliest Date							
$814.59 	2018	Qtr 4	December	26				12/26/2018 0:00							
$177.64 	2018	Qtr 4	December	27				12/27/2018 0:00							
"$1,657.35 "	2018	Qtr 4	December	28				12/28/2018 0:00							
"$2,915.53 "	2018	Qtr 4	December	29				12/29/2018 0:00		2019	2018				
$713.79 	2018	Qtr 4	December	30	713.79	713.79	713.79	12/30/2018 0:00		" $830,504.56 "	"$722,052.02 "				"$1,481.83 "
					1297.479891	5704.194436	'-3109.2346546031686	12/31/2018 0:00	% kenaikan	15.02%					"$5,972.99 "
					2049.726499	6456.449858	'-2356.996859893353	1/1/2019 0:00							"$4,108.37 "
					1564.432104	5971.164277	'-2842.300067822955	1/2/2019 0:00							$586.04 
					1274.473165	5681.214151	'-3132.267820466355	1/3/2019 0:00							$639.83 
					1928.10606	6334.855859	'-2478.6437386316998	1/4/2019 0:00							"$2,085.65 "
					2527.645711	6934.404323	'-1879.112901210593	1/5/2019 0:00							"$1,261.81 "
					2453.591918	6860.359344	'-1953.1755075658857	1/6/2019 0:00							"$2,978.47 "
					2698.83692	7105.613159	'-1707.9393187179776	1/7/2019 0:00							"$2,921.43 "
					2117.02983	6523.814882	'-2289.755222661628	1/8/2019 0:00							"$5,331.18 "
					3229.590755	7636.384621	'-1177.203110446536	1/9/2019 0:00							"$4,619.33 "
					2496.828897	6903.631576	'-1909.9737815049057	1/10/2019 0:00							$697.34 
					2554.414821	6961.226313	'-1852.3966707984664	1/11/2019 0:00							"$2,140.28 "
					2380.843855	6787.66416	'-2025.9764504286668	1/12/2019 0:00							"$6,230.29 "
					2607.44158	7014.270699	'-1799.3875380819013	1/13/2019 0:00							"$2,013.72 "
					2264.791523	6671.629455	'-2142.0464083386955	1/14/2019 0:00							$767.84 
					2549.200981	6956.047726	'-1857.6457640811227	1/15/2019 0:00							"$2,546.64 "
					3143.58995	7550.445508	'-1263.2656076293797	1/16/2019 0:00							"$4,212.37 "
					2648.028691	7054.893062	'-1758.8356799984904	1/17/2019 0:00							$450.33 
					3153.280185	7560.153369	'-1253.592999727205	1/18/2019 0:00							$418.67 
					1921.179488	6328.061486	'-2485.702508904785	1/19/2019 0:00							"$3,055.28 "
					4030.357429	8437.248239	'-376.53338173450993	1/20/2019 0:00							$331.91 
					2179.049782	6585.949405	'-2227.849841900389	1/21/2019 0:00							"$1,007.52 "
					2002.522462	6409.430898	'-2404.3859746882417	1/22/2019 0:00							$158.64 
					2111.791898	6518.709147	'-2295.1253517964788	1/23/2019 0:00							"$3,749.34 "
					2087.156319	6494.082382	'-2319.769743755943	1/24/2019 0:00							"$2,079.55 "
					2110.115692	6517.050568	'-2296.8191837467157	1/25/2019 0:00							$913.35 
					1417.382487	5824.326176	'-2989.5612013865134	1/26/2019 0:00							"$1,450.13 "
					2154.552005	6561.504507	'-2252.400496304472	1/27/2019 0:00							$822.97 
					1844.96726	6251.928575	'-2561.9940542773484	1/28/2019 0:00							$399.11 
					1674.637893	6081.60802	'-2732.33223443245	1/29/2019 0:00							$135.71 
					1297.479891	5739.843777	'-3144.883995874392	1/30/2019 0:00							$169.19 
					2049.726499	6492.099128	'-2392.6461304382665	1/31/2019 0:00							"$8,652.33 "
					1564.432104	6006.813476	'-2877.949267641979	2/1/2019 0:00							"$5,418.02 "
					1274.473165	5716.86328	'-3167.9169495599103	2/2/2019 0:00							"$6,294.39 "
					1928.10606	6370.504918	'-2514.292797000208	2/3/2019 0:00							"$9,951.18 "
					2527.645711	6970.053311	'-1914.7618888544757	2/4/2019 0:00							"$1,058.43 "
					2453.591918	6896.008261	'-1988.8244244855632	2/5/2019 0:00							"$1,337.44 "
					2698.83692	7141.262005	'-1743.58816491387	2/6/2019 0:00							"$2,964.82 "
					2117.02983	6559.463657	'-2325.4039981341557	2/7/2019 0:00							$287.33 
					3229.590755	7672.033325	'-1212.8518151961225	2/8/2019 0:00							"$1,314.59 "
					2496.828897	6939.28021	'-1945.6224155319687	2/9/2019 0:00							"$1,150.29 "
					2554.414821	6996.874877	'-1888.0452341034306	2/10/2019 0:00							$47.90 
					2380.843855	6823.312653	'-2061.6249430119497	2/11/2019 0:00							$117.80 
					2607.44158	7049.919121	'-1835.0359599439266	2/12/2019 0:00							"$1,448.68 "
					2264.791523	6707.277806	'-2177.6947594798826	2/13/2019 0:00							$430.49 
					2549.200981	6991.696006	'-1893.2940445018926	2/14/2019 0:00							"$2,467.51 "
					3143.58995	7586.093718	'-1298.9138173301517	2/15/2019 0:00							$17.62 
					2648.028691	7090.541201	'-1794.4838189796883	2/16/2019 0:00							"$2,070.27 "
					3153.280185	7595.801437	'-1289.2410679892473	2/17/2019 0:00							$922.33 
					1921.179488	6363.709483	'-2521.3505064480946	2/18/2019 0:00							"$2,000.10 "
					4030.357429	8472.896166	'-412.18130855950676	2/19/2019 0:00							$32.53 
					2179.049782	6621.597261	'-2263.4976980074944	2/20/2019 0:00							"$1,386.35 "
					2002.522462	6445.078684	'-2440.033760077875	2/21/2019 0:00							"$2,952.04 "
					2111.791898	6554.356862	'-2330.7730664690625	2/22/2019 0:00							"$6,963.40 "
					2087.156319	6529.730025	'-2355.417387711898	2/23/2019 0:00							$514.83 
					2110.115692	6552.698141	'-2332.466756986463	2/24/2019 0:00							"$1,595.85 "
					1417.382487	5859.973678	'-3025.208703910473	2/25/2019 0:00							"$2,504.48 "
					2154.552005	6597.151939	'-2288.0479281130633	2/26/2019 0:00							"$4,536.94 "
					1844.96726	6287.575936	'-2597.6414153709957	2/27/2019 0:00							"$1,403.84 "
					1674.637893	6117.255311	'-2767.97952481157	2/28/2019 0:00							"$4,791.35 "
					1297.479891	5775.209306	'-3180.2495247173983	3/1/2019 0:00							$49.62 
					2049.726499	6527.464588	'-2428.0115902307853	3/2/2019 0:00							"$2,014.38 "
					1564.432104	6042.178867	'-2913.314658384416	3/3/2019 0:00							$542.75 
					1274.473165	5752.228602	'-3203.282271252671	3/4/2019 0:00							"$1,027.76 "
					1928.10606	6405.87017	'-2549.658049643694	3/5/2019 0:00							"$2,157.31 "
					2527.645711	7005.418495	'-1950.1270724490923	3/6/2019 0:00							$899.57 
					2453.591918	6931.373375	'-2024.1895390317177	3/7/2019 0:00							"$3,332.64 "
					2698.83692	7176.627051	'-1778.9532104119644	3/8/2019 0:00							"$14,816.07 "
					2117.02983	6594.828634	'-2360.7689745845946	3/9/2019 0:00							"$1,257.30 "
					3229.590755	7707.398233	'-1248.2167225993098	3/10/2019 0:00							"$3,567.03 "
					2496.828897	6974.645049	'-1980.987253888311	3/11/2019 0:00							"$3,252.88 "
					2554.414821	7032.239646	'-1923.4100034133298	3/12/2019 0:00							"$2,933.52 "
					2380.843855	6858.677353	'-2096.9896432758114	3/13/2019 0:00							"$1,504.70 "
					2607.44158	7085.283752	'-1870.4005911621548	3/14/2019 0:00							$81.40 
					2264.791523	6742.642368	'-2213.0593216528828	3/15/2019 0:00							$656.41 
					2549.200981	7027.060499	'-1928.6585376300677	3/16/2019 0:00							"$4,981.01 "
					3143.58995	7621.458142	'-1334.2782414139083	3/17/2019 0:00							$32.67 
					2648.028691	7125.905556	'-1829.8481740194293	3/18/2019 0:00							$228.82 
					3153.280185	7631.165723	'-1324.6053539853765	3/19/2019 0:00							$808.47 
					1921.179488	6399.0737	'-2556.7147234010185	3/20/2019 0:00							"$1,146.25 "
					4030.357429	8508.260314	'-447.54545646962833	3/21/2019 0:00							$279.41 
					2179.049782	6656.96134	'-2298.8617768752156	3/22/2019 0:00							$20.07 
					2002.522462	6480.442694	'-2475.397769903604	3/23/2019 0:00							"$5,360.20 "
					2111.791898	6589.720803	'-2366.137007253202	3/24/2019 0:00							$19.98 
					2087.156319	6565.093897	'-2390.7812594548527	3/25/2019 0:00							"$10,668.10 "
					2110.115692	6588.061943	'-2367.8305596886366	3/26/2019 0:00							"$2,639.64 "
					1417.382487	5895.337412	'-3060.5724375722716	3/27/2019 0:00							"$1,345.82 "
					2154.552005	6632.515603	'-2323.4115927348917	3/28/2019 0:00							$652.93 
					1844.96726	6322.939531	'-2633.005010953255	3/29/2019 0:00							$332.34 
					1674.637893	6152.618837	'-2803.3430513546678	3/30/2019 0:00							$944.43 
					1297.479891	5810.297695	'-3215.337913582396	3/31/2019 0:00							"$3,431.46 "
					2049.726499	6562.55291	'-2463.0999116559697	4/1/2019 0:00							"$1,053.61 "
					1564.432104	6077.267121	'-2948.4029123701753	4/2/2019 0:00							"$1,254.56 "
					1274.473165	5787.316788	'-3238.3704577993935	4/3/2019 0:00							$947.69 
					1928.10606	6440.958289	'-2584.7461687517693	4/4/2019 0:00							"$1,199.22 "
					2527.645711	7040.506546	'-1985.2151241189104	4/5/2019 0:00							$928.56 
					2453.591918	6966.461359	'-2059.277523263664	4/6/2019 0:00							$678.11 
					2698.83692	7211.714968	'-1814.0411272064312	4/7/2019 0:00							$61.61 
					2117.02983	6629.916483	'-2395.85682394197	4/8/2019 0:00							$576.58 
					3229.590755	7742.486015	'-1283.3045045199824	4/9/2019 0:00							$795.30 
					2496.828897	7009.732763	'-2016.074968372669	4/10/2019 0:00							"$1,053.26 "
					2554.414821	7067.327293	'-1958.4976504617625	4/11/2019 0:00							"$1,390.13 "
					2380.843855	6893.764933	'-2132.077222888707	4/12/2019 0:00							"$2,263.01 "
					2607.44158	7120.371264	'-1905.4881033399038	4/13/2019 0:00							"$1,240.02 "
					2264.791523	6777.729813	'-2248.1467663958715	4/14/2019 0:00							$185.12 
					2549.200981	7062.147877	'-1963.7459149386873	4/15/2019 0:00							$491.11 
					3143.58995	7656.545452	'-1369.3655512885462	4/16/2019 0:00							$476.35 
					2648.028691	7160.992799	'-1864.9354164604747	4/17/2019 0:00							$503.68 
					3153.280185	7666.252898	'-1359.6925289932187	4/18/2019 0:00							$327.04 
					1921.179488	6434.160808	'-2591.801830976045	4/19/2019 0:00							"$6,684.62 "
					4030.357429	8543.347354	'-482.63249661222835	4/20/2019 0:00							"$2,355.06 "
					2179.049782	6692.048313	'-2333.94874958578	4/21/2019 0:00							"$1,453.14 "
					2002.522462	6515.529599	'-2510.48467518252	4/22/2019 0:00							"$3,066.38 "
					2111.791898	6624.807641	'-2401.223845100858	4/23/2019 0:00							"$4,182.06 "
					2087.156319	6600.180668	'-2425.8680298716376	4/24/2019 0:00							$421.26 
					2110.115692	6623.148646	'-2402.9172626749396	4/25/2019 0:00							$221.02 
					1417.382487	5930.424048	'-3095.659073128481	4/26/2019 0:00							"$1,830.51 "
					2154.552005	6667.602171	'-2358.498160861395	4/27/2019 0:00							"$4,919.18 "
					1844.96726	6358.026032	'-2668.091511650444	4/28/2019 0:00							"$2,997.58 "
					1674.637893	6187.705271	'-2838.429484622929	4/29/2019 0:00							$538.02 
					1297.479891	5845.115359	'-3250.155577496873	4/30/2019 0:00							$336.56 
					2049.726499	6597.370508	'-2497.917509679646	5/1/2019 0:00							$241.44 
					1564.432104	6112.084653	'-2983.2204445034254	5/2/2019 0:00							$886.03 
					1274.473165	5822.134254	'-3273.187924042591	5/3/2019 0:00							$270.24 
					1928.10606	6475.77569	'-2619.56356910529	5/4/2019 0:00							"$2,084.91 "
					2527.645711	7075.323881	'-2020.0324585831258	5/5/2019 0:00							"$1,480.10 "
					2453.591918	7001.278628	'-2094.0947918389493	5/6/2019 0:00							$691.11 
					2698.83692	7246.53217	'-1848.8583298931599	5/7/2019 0:00							$736.89 
					2117.02983	6664.73362	'-2430.673960740516	5/8/2019 0:00							$33.74 
					3229.590755	7777.303086	'-1318.1215754307214	5/9/2019 0:00							$904.35 
					2496.828897	7044.549768	'-2050.8919733959747	5/10/2019 0:00							$778.24 
					2554.414821	7102.144232	'-1993.314589598007	5/11/2019 0:00							$114.42 
					2380.843855	6928.581806	'-2166.894096138267	5/12/2019 0:00							"$2,991.40 "
					2607.44158	7155.188072	'-1940.3049107031507	5/13/2019 0:00							$31.35 
					2264.791523	6812.546555	'-2282.963507873182	5/14/2019 0:00							$380.38 
					2549.200981	7096.964552	'-1998.5625905304337	5/15/2019 0:00							"$1,424.03 "
					3143.58995	7691.362062	'-1404.182160995103	5/16/2019 0:00							"$1,180.82 "
					2648.028691	7195.809343	'-1899.7519602822158	5/17/2019 0:00							"$4,288.75 "
					3153.280185	7701.069376	'-1394.509006930518	5/18/2019 0:00							$10.68 
					1921.179488	6468.97722	'-2626.618243029277	5/19/2019 0:00							"$1,156.02 "
					4030.357429	8578.1637	'-517.4488427817669	5/20/2019 0:00							"$4,057.51 "
					2179.049782	6726.864593	'-2368.765029871998	5/21/2019 0:00							"$2,724.19 "
					2002.522462	6550.345813	'-2545.300889585792	5/22/2019 0:00							"$3,896.67 "
					2111.791898	6659.623789	'-2436.03999362156	5/23/2019 0:00							"$1,031.16 "
					2087.156319	6634.99675	'-2460.6841125101414	5/24/2019 0:00							"$1,900.19 "
					2110.115692	6657.964663	'-2437.73327943162	5/25/2019 0:00							"$1,028.23 "
					1417.382487	5965.239998	'-3130.4750240037115	5/26/2019 0:00							$595.66 
					2154.552005	6702.418056	'-2393.314045855552	5/27/2019 0:00							$579.02 
					1844.96726	6392.841851	'-2702.9073307638982	5/28/2019 0:00							"$1,184.68 "
					1674.637893	6222.521024	'-2873.245237856057	5/29/2019 0:00							"$1,508.35 "
					1297.479891	5879.668469	'-3284.708687758579	5/30/2019 0:00							"$4,224.14 "
					2049.726499	6631.923553	'-2532.470555541161	5/31/2019 0:00							"$1,644.91 "
					1564.432104	6146.637635	'-3017.7734259651083	6/1/2019 0:00							"$4,521.99 "
					1274.473165	5856.687171	'-3307.7408411048013	6/2/2019 0:00							"$4,721.98 "
					1928.10606	6510.328542	'-2654.1164217683886	6/3/2019 0:00							"$3,395.59 "
					2527.645711	7109.876669	'-2054.585246847473	6/4/2019 0:00							$166.59 
					2453.591918	7035.831352	'-2128.6475157049053	6/5/2019 0:00							"$1,971.29 "
					2698.83692	7281.08483	'-1883.410989361084	6/6/2019 0:00							"$2,549.47 "
					2117.02983	6699.286215	'-2465.22655581077	6/7/2019 0:00							"$1,620.25 "
					3229.590755	7811.855616	'-1352.6741061036628	6/8/2019 0:00							"$3,479.62 "
					2496.828897	7079.102234	'-2085.4444396719637	6/9/2019 0:00							"$3,848.57 "
					2554.414821	7136.696634	'-2027.8669914774064	6/10/2019 0:00							"$2,749.21 "
					2380.843855	6963.134143	'-2201.446433621434	6/11/2019 0:00							"$2,413.38 "
					2607.44158	7189.740345	'-1974.8571837904478	6/12/2019 0:00							"$2,916.51 "
					2264.791523	6847.098763	'-2317.5157165649666	6/13/2019 0:00							$504.54 
					2549.200981	7131.516696	'-2033.1147348270674	6/14/2019 0:00							"$3,598.93 "
					3143.58995	7725.914142	'-1438.7342408969462	6/15/2019 0:00							"$2,132.23 "
					2648.028691	7230.361358	'-1934.3039757896286	6/16/2019 0:00							$74.28 
					3153.280185	7735.621327	'-1429.0609580438604	6/17/2019 0:00							"$2,191.87 "
					1921.179488	6503.529107	'-2661.1701297489076	6/18/2019 0:00							"$2,106.79 "
					4030.357429	8612.715523	'-552.0006651080466	6/19/2019 0:00							"$2,283.21 "
					2179.049782	6761.416351	'-2403.316787805288	6/20/2019 0:00							"$3,683.83 "
					2002.522462	6584.897507	'-2579.8525831264515	6/21/2019 0:00							$556.31 
					2111.791898	6694.175418	'-2470.591622769948	6/22/2019 0:00							$898.19 
					2087.156319	6669.548315	'-2495.2356772666194	6/23/2019 0:00							"$2,399.96 "
					2110.115692	6692.516164	'-2472.284779796548	6/24/2019 0:00							$798.74 
					1417.382487	5999.791434	'-3165.0264599774478	6/25/2019 0:00							"$2,012.30 "
					2154.552005	6736.969428	'-2427.865417438457	6/26/2019 0:00							$947.83 
					1844.96726	6427.393158	'-2737.4586379563343	6/27/2019 0:00							"$1,170.56 "
					1674.637893	6257.072267	'-2907.796480658381	6/28/2019 0:00							"$1,391.29 "
					1297.479891	5913.962966	'-3319.0031847060372	6/29/2019 0:00							$523.38 
					2049.726499	6666.217987	'-2566.764989523668	6/30/2019 0:00							"$1,558.03 "
					1564.432104	6180.932006	'-3052.0677969830117	7/1/2019 0:00							$892.98 
					1274.473165	5890.981479	'-3342.0351491584465	7/2/2019 0:00							$843.10 
					1928.10606	6544.622788	'-2688.410666858123	7/3/2019 0:00							"$6,401.93 "
					2527.645711	7144.170851	'-2088.8794289736443	7/4/2019 0:00							"$3,658.55 "
					2453.591918	7070.125471	'-2162.9416348678606	7/5/2019 0:00							"$2,227.04 "
					2698.83692	7315.378886	'-1917.7050455611688	7/6/2019 0:00							"$1,980.26 "
					2117.02983	6733.580208	'-2499.5205490483313	7/7/2019 0:00							"$2,184.33 "
					3229.590755	7846.149547	'-1386.9680363790485	7/8/2019 0:00							$608.36 
					2496.828897	7113.396102	'-2119.7383069855205	7/9/2019 0:00							$384.10 
					2554.414821	7170.990438	'-2062.160795829479	7/10/2019 0:00							"$7,643.04 "
					2380.843855	6997.427885	'-2235.7401750123718	7/11/2019 0:00							"$2,643.16 "
					2607.44158	7224.034023	'-2009.1508622205952	7/12/2019 0:00							$440.74 
					2264.791523	6881.392379	'-2351.809332034673	7/13/2019 0:00							"$1,949.87 "
					2549.200981	7165.810249	'-2067.4082873366783	7/14/2019 0:00							$80.56 
					3143.58995	7760.207631	'-1473.0277304468073	7/15/2019 0:00							"$9,517.29 "
					2648.028691	7264.654785	'-1968.5974023800873	7/16/2019 0:00							"$7,078.48 "
					3153.280185	7769.914691	'-1463.3543216752632	7/17/2019 0:00							$512.45 
					1921.179488	6537.822407	'-2695.463430421604	7/18/2019 0:00							$692.95 
					4030.357429	8647.00876	'-586.2939028223809	7/19/2019 0:00							"$8,284.53 "
					2179.049782	6795.709526	'-2437.609962561607	7/20/2019 0:00							$524.54 
					2002.522462	6619.190619	'-2614.1456949251005	7/21/2019 0:00							"$4,590.34 "
					2111.791898	6728.468467	'-2504.8846716112757	7/22/2019 0:00							$685.06 
					2087.156319	6703.841301	'-2529.528663150973	7/23/2019 0:00							$361.99 
					2110.115692	6726.809086	'-2506.577702724274	7/24/2019 0:00							$190.66 
					1417.382487	6034.084294	'-3199.319319948892	7/25/2019 0:00							"$6,190.54 "
					2154.552005	6771.262225	'-2462.1582144539675	7/26/2019 0:00							"$1,443.63 "
					1844.96726	6461.685892	'-2771.751372016256	7/27/2019 0:00							$235.47 
					1674.637893	6291.364938	'-2942.089151763062	7/28/2019 0:00							"$3,162.83 "
					1297.479891	5948.004571	'-3353.044789641408	7/29/2019 0:00							$274.49 
					2049.726499	6700.259531	'-2600.8065328768	7/30/2019 0:00							$773.76 
					1564.432104	6214.973488	'-3086.109278754236	7/31/2019 0:00							$710.80 
					1274.473165	5925.0229	'-3376.076569348101	8/1/2019 0:00							"$1,626.71 "
					1928.10606	6578.664146	'-2722.452025466541	8/2/2019 0:00							"$1,078.22 "
					2527.645711	7178.212148	'-2122.920726001159	8/3/2019 0:00							$939.13 
					2453.591918	7104.166707	'-2196.982870314805	8/4/2019 0:00							"$1,671.21 "
					2698.83692	7349.42006	'-1951.7462194278796	8/5/2019 0:00							"$4,356.06 "
					2117.02983	6767.621321	'-2533.5616613351413	8/6/2019 0:00							"$1,496.59 "
					3229.590755	7880.190597	'-1421.0090870862923	8/7/2019 0:00							"$4,751.49 "
					2496.828897	7147.437091	'-2153.779296113532	8/8/2019 0:00							"$5,470.39 "
					2554.414821	7205.031366	'-2096.2017233785937	8/9/2019 0:00							$15.92 
					2380.843855	7031.468751	'-2269.7810409829226	8/10/2019 0:00							"$3,471.40 "
					2607.44158	7258.074827	'-2043.1916666129168	8/11/2019 0:00							"$7,285.03 "
					2264.791523	6915.433122	'-2385.8500748490983	8/12/2019 0:00							$831.65 
					2549.200981	7199.85093	'-2101.448968573541	8/13/2019 0:00							"$4,979.23 "
					3143.58995	7794.248251	'-1507.068350106445	8/14/2019 0:00							"$1,511.93 "
					2648.028691	7298.695343	'-2002.637960462831	8/15/2019 0:00							"$1,648.19 "
					3153.280185	7803.955187	'-1497.3948181814494	8/16/2019 0:00							"$7,359.92 "
					1921.179488	6571.862842	'-2729.5038653515644	8/17/2019 0:00							$338.17 
					4030.357429	8681.049134	'-620.3342761764516	8/18/2019 0:00							"$7,871.21 "
					2179.049782	6829.749838	'-2471.6502743401215	8/19/2019 0:00							"$2,395.79 "
					2002.522462	6653.230869	'-2648.1859451283945	8/20/2019 0:00							"$6,450.46 "
					2111.791898	6762.508656	'-2538.924860239682	8/21/2019 0:00							"$1,412.21 "
					2087.156319	6737.881428	'-2563.5687902048253	8/22/2019 0:00							"$1,486.58 "
					2110.115692	6760.849152	'-2540.617768203905	8/23/2019 0:00							$559.27 
					1417.382487	6068.124298	'-3233.3593238546396	8/24/2019 0:00							"$1,846.78 "
					2154.552005	6805.302167	'-2496.1981567861626	8/25/2019 0:00							$540.76 
					1844.96726	6495.725773	'-2805.791252775234	8/26/2019 0:00							$227.10 
					1674.637893	6325.404757	'-2976.128970949157	8/27/2019 0:00							"$1,252.95 "
					1297.479891	5981.798798	'-3386.839015973497	8/28/2019 0:00							$755.53 
					2049.726499	6734.053697	'-2634.6006989594816	8/29/2019 0:00							"$2,513.34 "
					1564.432104	6248.767593	'-3119.9033845878353	8/30/2019 0:00							$359.21 
					1274.473165	5958.816945	'-3409.8706149329378	8/31/2019 0:00							"$1,823.07 "
					1928.10606	6612.458132	'-2756.246010802937	9/1/2019 0:00							"$2,506.65 "
					2527.645711	7212.006073	'-2156.714651089437	9/2/2019 0:00							$239.36 
					2453.591918	7137.960571	'-2230.7767351552893	9/3/2019 0:00							"$4,007.55 "
					2698.83692	7383.213865	'-1985.54002402089	9/4/2019 0:00							"$3,873.56 "
					2117.02983	6801.415065	'-2567.3554056810017	9/5/2019 0:00							"$8,405.80 "
					3229.590755	7913.984281	'-1454.802771185322	9/6/2019 0:00							$134.33 
					2496.828897	7181.230715	'-2187.5729199660555	9/7/2019 0:00							"$1,017.94 "
					2554.414821	7238.82493	'-2129.995286984933	9/8/2019 0:00							"$3,473.60 "
					2380.843855	7065.262254	'-2303.5745443434007	9/9/2019 0:00							$126.35 
					2607.44158	7291.868271	'-2076.9851097278547	9/10/2019 0:00							"$2,781.87 "
					2264.791523	6949.226504	'-2419.643457718819	9/11/2019 0:00							"$1,333.86 "
					2549.200981	7233.644253	'-2135.242291198368	9/12/2019 0:00							"$4,537.20 "
					3143.58995	7828.041513	'-1540.8616124866976	9/13/2019 0:00							"$15,158.88 "
					2648.028691	7332.488545	'-2036.431162598834	9/14/2019 0:00							"$3,352.39 "
					3153.280185	7837.748329	'-1531.187960073522	9/15/2019 0:00							$529.09 
					1921.179488	6605.655924	'-2763.296947000031	9/16/2019 0:00							$999.87 
					4030.357429	8714.842155	'-654.1272975816337	9/17/2019 0:00							"$1,086.32 "
					2179.049782	6863.542799	'-2505.443235502342	9/18/2019 0:00							$408.73 
					2002.522462	6687.02377	'-2681.978846047975	9/19/2019 0:00							$46.96 
					2111.791898	6796.301497	'-2572.7177009169445	9/20/2019 0:00							"$4,025.73 "
					2087.156319	6771.674208	'-2597.361570640092	9/21/2019 0:00							$523.93 
					2110.115692	6794.641872	'-2574.4104883974996	9/22/2019 0:00							"$1,241.52 "
					1417.382487	6101.916958	'-3267.151983806882	9/23/2019 0:00							"$1,973.71 "
					2154.552005	6839.094767	'-2529.990756497377	9/24/2019 0:00							$319.81 
					1844.96726	6529.518313	'-2839.5837922457404	9/25/2019 0:00							$449.47 
					1674.637893	6359.197236	'-3009.921450179279	9/26/2019 0:00							"$1,580.89 "
					1297.479891	6015.350961	'-3420.391179642329	9/27/2019 0:00							"$1,728.89 "
					2049.726499	6767.605802	'-2668.152803664346	9/28/2019 0:00							$708.73 
					1564.432104	6282.319639	'-3153.455430329042	9/29/2019 0:00							"$5,564.01 "
					1274.473165	5992.368932	'-3443.422601710799	9/30/2019 0:00							"$1,815.22 "
					1928.10606	6646.010059	'-2789.7979386177626	10/1/2019 0:00							"$2,025.04 "
					2527.645711	7245.557942	'-2190.2665199415396	10/2/2019 0:00							"$6,633.42 "
					2453.591918	7171.512381	'-2264.3285450449785	10/3/2019 0:00							$834.66 
					2698.83692	7416.765615	'-2019.091774948477	10/4/2019 0:00							$559.20 
					2117.02983	6834.966757	'-2600.9070976467965	10/5/2019 0:00							"$4,755.23 "
					3229.590755	7947.535914	'-1488.3544041896375	10/6/2019 0:00							"$13,408.79 "
					2496.828897	7214.782289	'-2221.124494009202	10/7/2019 0:00							"$1,469.76 "
					2554.414821	7272.376445	'-2163.5468020672197	10/8/2019 0:00							"$7,397.27 "
					2380.843855	7098.81371	'-2337.1260004651376	10/9/2019 0:00							"$2,988.27 "
					2607.44158	7325.419668	'-2110.5365068893557	10/10/2019 0:00							"$2,236.18 "
					2264.791523	6982.777843	'-2453.194795920394	10/11/2019 0:00							$35.71 
					2549.200981	7267.195532	'-2168.7935704403267	10/12/2019 0:00							"$1,153.11 "
					3143.58995	7861.592734	'-1574.4128327693516	10/13/2019 0:00							"$4,736.06 "
					2648.028691	7366.039706	'-2069.9823239224943	10/14/2019 0:00							"$3,666.16 "
					3153.280185	7871.299432	'-1564.7390624384998	10/15/2019 0:00							"$5,048.17 "
					1921.179488	6639.206967	'-2796.8479904066357	10/16/2019 0:00							"$1,618.25 "
					4030.357429	8748.393139	'-687.6782820301778	10/17/2019 0:00							"$6,912.94 "
					2179.049782	6897.093724	'-2538.9941609931348	10/18/2019 0:00							$491.89 
					2002.522462	6720.574636	'-2715.5297125813286	10/19/2019 0:00							"$6,645.28 "
					2111.791898	6829.852304	'-2606.268508493168	10/20/2019 0:00							$848.52 
					2087.156319	6805.224957	'-2630.9123192594975	10/21/2019 0:00							$353.28 
					2110.115692	6828.192562	'-2607.9611780603973	10/22/2019 0:00							$69.66 
					1417.382487	6135.467589	'-3300.7026145135846	10/23/2019 0:00							$970.38 
					2154.552005	6872.645339	'-2563.5413282481927	10/24/2019 0:00							"$1,679.97 "
					1844.96726	6563.068826	'-2873.1343050409823	10/25/2019 0:00							$3.82 
					1674.637893	6392.74769	'-3043.471904019257	10/26/2019 0:00							"$3,693.08 "
					1297.479891	6048.66619	'-3453.7064088811276	10/27/2019 0:00							$491.55 
					2049.726499	6800.920973	'-2701.4679751795466	10/28/2019 0:00							"$5,625.39 "
					1564.432104	6315.634753	'-3186.770544120947	10/29/2019 0:00							"$2,911.39 "
					1274.473165	6025.683988	'-3476.737657779708	10/30/2019 0:00							$580.94 
					1928.10606	6679.325058	'-2823.112936963976	10/31/2019 0:00							"$3,897.71 "
					2527.645711	7278.872883	'-2223.581460565356	11/1/2019 0:00							$306.89 
					2453.591918	7204.827264	'-2297.6434279466976	11/2/2019 0:00							$858.70 
					2698.83692	7450.080441	'-2052.4066001284	11/3/2019 0:00							"$2,027.76 "
					2117.02983	6868.281524	'-2634.2218651052235	11/4/2019 0:00							"$3,645.91 "
					3229.590755	7980.850624	'-1521.6691139268678	11/5/2019 0:00							"$1,895.93 "
					2496.828897	7248.096941	'-2254.4391460255365	11/6/2019 0:00							$377.74 
					2554.414821	7305.691039	'-2196.8613963629587	11/7/2019 0:00							"$2,140.94 "
					2380.843855	7132.128247	'-2370.4405370405802	11/8/2019 0:00							"$7,442.02 "
					2607.44158	7358.734147	'-2143.850985744801	11/9/2019 0:00							"$1,926.78 "
					2264.791523	7016.092264	'-2486.5092170561434	11/10/2019 0:00							"$6,233.05 "
					2549.200981	7300.509895	'-2202.10793385668	11/11/2019 0:00							"$2,698.93 "
					3143.58995	7894.907039	'-1607.7271384666092	11/12/2019 0:00							$814.59 
					2648.028691	7399.353954	'-2103.296571900956	11/13/2019 0:00							$177.64 
